 ,Area,Mean,Min,Max,X,Y,Slice
534,0,2957,2957,2957,1397,1059,4
535,0,2955,2955,2955,143,1893,4
536,0,2952,2952,2952,1146,809,4
537,0,2948,2948,2948,428,1668,4
538,0,2948,2948,2948,1709,1463,4
539,0,2946,2946,2946,506,1597,4
540,0,2946,2946,2946,189,1566,4
541,0,2944,2944,2944,1215,1524,4
542,0,2942,2942,2942,1253,1587,4
543,0,2942,2942,2942,552,1157,4
544,0,2938,2938,2938,1396,1141,4
545,0,2936,2936,2936,1734,1535,4
546,0,2936,2936,2936,1805,1321,4
547,0,2936,2936,2936,504,1297,4
548,0,2934,2934,2934,406,1316,4
549,0,2930,2930,2930,1829,1628,4
550,0,2930,2930,2930,424,1349,4
551,0,2928,2928,2928,1672,1967,4
552,0,2928,2928,2928,1884,1467,4
553,0,2928,2928,2928,430,1085,4
554,0,2926,2926,2926,1328,169,4
555,0,2922,2922,2922,587,976,4
556,0,2920,2920,2920,820,1676,4
557,0,2920,2920,2920,1071,1619,4
558,0,2920,2920,2920,1460,74,4
559,0,2916,2916,2916,1619,1609,4
560,0,2916,2916,2916,530,980,4
561,0,2914,2914,2914,667,1708,4
562,0,2912,2912,2912,552,586,4
563,0,2910,2910,2910,192,2007,4
564,0,2910,2910,2910,2033,1735,4
565,0,2910,2910,2910,697,1137,4
566,0,2910,2910,2910,1122,1027,4
567,0,2910,2910,2910,1261,309,4
568,0,2908,2908,2908,956,1283,4
569,0,2906,2906,2906,1829,1646,4
570,0,2906,2906,2906,1581,1443,4
571,0,2904,2904,2904,199,1750,4
572,0,2904,2904,2904,1060,1593,4
573,0,2904,2904,2904,713,480,4
574,0,2897,2897,2897,1105,1835,4
575,0,2891,2891,2891,1151,989,4
576,0,2891,2891,2891,1407,21,4
577,0,2883,2883,2883,183,1986,4
578,0,2883,2883,2883,582,1363,4
579,0,2881,2881,2881,1295,843,4
580,0,2873,2873,2873,1955,1737,4
581,0,2869,2869,2869,1642,1662,4
582,0,2869,2869,2869,1707,1637,4
583,0,2869,2869,2869,1227,777,4
584,0,2867,2867,2867,185,1692,4
585,0,2867,2867,2867,467,654,4
586,0,2865,2865,2865,223,1616,4
587,0,2865,2865,2865,428,978,4
588,0,2859,2859,2859,1292,1853,4
589,0,2855,2855,2855,188,1672,4
590,0,2855,2855,2855,1651,1150,4
591,0,2849,2849,2849,375,1666,4
592,0,2845,2845,2845,404,1634,4
593,0,2834,2834,2834,1678,1052,4
594,0,2834,2834,2834,951,1036,4
595,0,2832,2832,2832,390,1518,4
